Type,Price,Quantity
Bid,212.64000000,2.30600000
Bid,212.63000000,2.82000000
Bid,212.62000000,3.14600000
Bid,212.61000000,21.88900000
Bid,212.60000000,0.07800000
Bid,212.59000000,41.12500000
Bid,212.58000000,70.59300000
Ask,213.58000000,240.92400000
Ask,213.59000000,105.90200000
Ask,213.60000000,209.12900000
Ask,213.61000000,51.07800000
Ask,213.62000000,85.93400000
Ask,213.63000000,101.72900000
Ask,213.64000000,169.06200000
Ask,213.65000000,221.33300000
Ask,213.66000000,89.33700000
Ask,213.67000000,276.16500000
Ask,213.68000000,481.93100000
Ask,213.69000000,357.08700000
Ask,213.70000000,194.52400000
Ask,213.71000000,283.86000000
Ask,213.72000000,510.90200000
Ask,213.73000000,283.73500000
Ask,213.74000000,151.59400000
Ask,213.75000000,336.02600000
Ask,213.76000000,118.06500000
Ask,213.77000000,123.15900000
Ask,213.78000000,192.14100000
Ask,213.79000000,178.35800000
Ask,213.80000000,58.00300000
Ask,213.81000000,143.45500000
Ask,213.82000000,132.31000000
Ask,213.83000000,168.45000000
Ask,213.84000000,64.08200000
Ask,213.85000000,187.17500000
Ask,213.86000000,147.75500000
Ask,213.87000000,286.72800000
Ask,213.88000000,350.10300000
Ask,213.89000000,356.24600000
Ask,213.90000000,576.23000000
Ask,213.91000000,337.10400000
Ask,213.92000000,282.01400000
Ask,213.93000000,250.39100000
Ask,213.94000000,361.54100000
Ask,213.95000000,421.17200000
Ask,213.96000000,402.21000000
Ask,213.97000000,353.37200000
Ask,213.98000000,315.32000000
Ask,213.99000000,378.92400000
Ask,214.00000000,277.83400000
Ask,214.01000000,89.51400000
Ask,214.02000000,82.67600000
Ask,214.03000000,126.11500000
Ask,214.04000000,101.30400000
Ask,214.05000000,78.49700000
Ask,214.06000000,125.35500000
Ask,214.07000000,125.77900000
Ask,214.08000000,112.18600000
Ask,214.09000000,186.54900000
Ask,214.10000000,498.85800000
Ask,214.11000000,0.81400000
Ask,214.12000000,71.27400000
Ask,214.13000000,151.93400000
Ask,214.14000000,9.74200000
Ask,214.15000000,149.86800000
Ask,214.16000000,58.84100000
Ask,214.17000000,417.95900000
Ask,214.18000000,65.57300000
Ask,214.19000000,20.91900000
Ask,214.20000000,56.31400000
Ask,214.21000000,66.33600000
Ask,214.22000000,91.23400000
Ask,214.23000000,14.91100000
Ask,214.24000000,113.93500000
Ask,214.25000000,102.90600000
Ask,214.26000000,46.36700000
Ask,214.27000000,71.99800000
Ask,214.28000000,52.87400000
Ask,214.29000000,43.23000000
Ask,214.30000000,33.17300000
Ask,214.31000000,43.38300000
Ask,214.32000000,45.07400000
Ask,214.33000000,113.93700000
Ask,214.34000000,44.91000000
Ask,214.35000000,20.26100000
Ask,214.36000000,123.86000000
Ask,214.37000000,95.56400000
Ask,214.38000000,0.65700000
Ask,214.39000000,68.32600000
Ask,214.40000000,119.48100000
Ask,214.41000000,27.26200000
Ask,214.42000000,65.34500000
Ask,214.43000000,1229.25400000
Ask,214.44000000,0.23800000
Ask,214.45000000,102.09100000
Ask,214.46000000,48.58900000
Ask,214.47000000,45.62300000
Ask,214.48000000,32.95900000
Ask,214.49000000,87.12300000
Ask,214.50000000,128.74800000
Ask,214.51000000,22.36400000
Ask,214.52000000,53.43700000
Ask,214.53000000,405.86000000
Ask,214.54000000,22.42700000
Ask,214.55000000,5.66900000
Ask,214.56000000,15.29300000
Ask,214.57000000,22.30200000
