Trade ID,Price,Quantity,Time
921569416,213.54000000,0.02400000,1736089356897
921569417,213.54000000,0.02400000,1736089356897
921569418,213.54000000,0.02400000,1736089356897
921569419,213.54000000,0.02400000,1736089356897
921569420,213.53000000,0.03000000,1736089356897
921569421,213.53000000,0.02500000,1736089356897
921569422,213.53000000,0.03000000,1736089356897
921569423,213.53000000,0.03000000,1736089356897
921569424,213.53000000,0.89200000,1736089356897
921569425,213.53000000,0.02400000,1736089356897
921569426,213.53000000,0.03000000,1736089356897
921569427,213.53000000,1.40100000,1736089357383
921569428,213.52000000,0.02300000,1736089357950
921569429,213.52000000,0.00700000,1736089358126
921569430,213.52000000,0.03000000,1736089358126
921569431,213.52000000,0.00700000,1736089358126
921569432,213.53000000,0.03000000,1736089358196
921569433,213.53000000,0.03500000,1736089358196
921569434,213.53000000,0.03600000,1736089358196
921569435,213.54000000,0.90500000,1736089358442
921569436,213.54000000,0.46800000,1736089358528
921569437,213.54000000,1.10000000,1736089358698
921569438,213.54000000,0.67400000,1736089358708
921569439,213.54000000,0.09900000,1736089358850
921569440,213.54000000,0.03500000,1736089359103
921569441,213.54000000,0.03700000,1736089359103
921569442,213.54000000,0.03600000,1736089359103
921569443,213.54000000,0.03600000,1736089359103
921569444,213.54000000,0.03600000,1736089359103
921569445,213.55000000,4.68500000,1736089359281
921569446,213.55000000,2.34200000,1736089359281
921569447,213.55000000,1.98500000,1736089359285
921569448,213.55000000,19.20500000,1736089359285
921569449,213.55000000,0.02500000,1736089359285
921569450,213.55000000,0.03000000,1736089359285
921569451,213.55000000,0.03300000,1736089359285
921569452,213.55000000,0.03700000,1736089359285
921569453,213.55000000,12.02400000,1736089359285
921569454,213.55000000,0.03600000,1736089359285
921569455,213.55000000,0.03700000,1736089359285
921569456,213.56000000,0.02900000,1736089359296
921569457,213.56000000,0.02500000,1736089359296
921569458,213.56000000,0.03000000,1736089359296
921569459,213.56000000,0.04800000,1736089359296
921569460,213.56000000,0.03700000,1736089359296
921569461,213.56000000,0.03500000,1736089359296
921569462,213.56000000,0.03700000,1736089359296
921569463,213.57000000,0.04800000,1736089359401
921569464,213.57000000,0.07200000,1736089359401
921569465,213.57000000,1.00000000,1736089359401
921569466,213.57000000,0.02500000,1736089359401
921569467,213.57000000,0.71900000,1736089359401
921569468,213.57000000,0.03700000,1736089359401
921569469,213.57000000,0.03700000,1736089359401
921569470,213.57000000,0.03900000,1736089359401
921569471,213.57000000,0.03800000,1736089359401
921569472,213.57000000,0.03000000,1736089359401
921569473,213.57000000,0.03700000,1736089359401
921569474,213.57000000,0.03700000,1736089359401
921569475,213.58000000,0.04800000,1736089359598
921569476,213.58000000,1.87000000,1736089359598
921569477,213.58000000,0.27000000,1736089359598
921569478,213.58000000,0.38700000,1736089359609
921569479,213.58000000,0.03000000,1736089359653
921569480,213.58000000,0.03000000,1736089360297
921569481,213.58000000,0.03900000,1736089360297
921569482,213.58000000,0.03900000,1736089360297
921569483,213.58000000,0.03300000,1736089360297
921569484,213.58000000,0.03500000,1736089360297
921569485,213.58000000,0.12700000,1736089360297
921569486,213.59000000,0.03300000,1736089360517
921569487,213.59000000,0.04800000,1736089360517
921569488,213.59000000,0.17900000,1736089360517
921569489,213.59000000,0.06000000,1736089360702
921569490,213.59000000,0.03000000,1736089360797
921569491,213.59000000,0.03600000,1736089360797
921569492,213.59000000,0.03600000,1736089360797
921569493,213.59000000,0.03500000,1736089360797
921569494,213.59000000,0.03900000,1736089360797
921569495,213.59000000,1.06000000,1736089360797
921569496,213.60000000,0.04800000,1736089361265
921569497,213.60000000,0.04900000,1736089361265
921569498,213.60000000,0.03300000,1736089361265
921569499,213.60000000,2.11800000,1736089361265
921569500,213.60000000,0.22300000,1736089361605
921569501,213.60000000,0.03000000,1736089361605
921569502,213.60000000,0.03500000,1736089361605
921569503,213.60000000,0.03500000,1736089361605
921569504,213.60000000,0.03500000,1736089361605
921569505,213.60000000,35.12200000,1736089361605
921569506,213.60000000,0.04100000,1736089361605
921569507,213.60000000,9.02300000,1736089361605
921569508,213.60000000,5.62000000,1736089361605
921569509,213.60000000,8.05900000,1736089361605
921569510,213.60000000,22.05000000,1736089361605
921569511,213.60000000,1.87000000,1736089361605
921569512,213.60000000,30.14400000,1736089361605
921569513,213.60000000,11.32900000,1736089361605
921569514,213.61000000,0.04700000,1736089361605
921569515,213.61000000,1.87000000,1736089361605
921569516,213.61000000,1.87000000,1736089361605
921569517,213.61000000,46.82600000,1736089361605
921569518,213.61000000,0.03000000,1736089361605
921569519,213.61000000,19.10400000,1736089361605
921569520,213.61000000,0.03500000,1736089361605
921569521,213.61000000,0.03500000,1736089361605
921569522,213.61000000,0.03500000,1736089361605
921569523,213.61000000,0.03500000,1736089361605
921569524,213.61000000,9.02300000,1736089361605
921569525,213.61000000,1.17000000,1736089361605
921569526,213.61000000,1.17000000,1736089361605
921569527,213.61000000,5.23200000,1736089361605
921569528,213.61000000,6.17700000,1736089361605
921569529,213.60000000,0.03000000,1736089362134
921569530,213.60000000,0.31200000,1736089362134
921569531,213.61000000,0.52300000,1736089362493
921569532,213.60000000,3.99300000,1736089362591
921569533,213.60000000,4.45100000,1736089362591
921569534,213.60000000,5.16600000,1736089362591
921569535,213.60000000,4.25500000,1736089362591
921569536,213.60000000,0.02500000,1736089362591
921569537,213.60000000,9.36800000,1736089362591
921569538,213.60000000,5.91400000,1736089362591
921569539,213.60000000,0.03000000,1736089362591
921569540,213.60000000,9.36800000,1736089362591
921569541,213.60000000,0.03000000,1736089362591
