Timestamp,Open,High,Low,Close,Volume
1704556800000,2246.41000000,2249.84000000,2243.36000000,2245.55000000,5908.42000000
1704560400000,2245.54000000,2252.45000000,2243.02000000,2248.67000000,6037.21460000
1704564000000,2248.67000000,2254.77000000,2245.00000000,2246.91000000,5357.81650000
1704567600000,2246.92000000,2247.66000000,2237.50000000,2244.63000000,4931.12150000
1704571200000,2244.64000000,2247.50000000,2233.00000000,2241.76000000,6925.38630000
1704574800000,2241.77000000,2242.51000000,2235.47000000,2240.15000000,4274.52130000
1704578400000,2240.15000000,2241.01000000,2231.00000000,2237.45000000,4496.85480000
1704582000000,2237.45000000,2240.78000000,2230.62000000,2240.78000000,7178.36940000
1704585600000,2240.77000000,2254.00000000,2238.52000000,2249.61000000,8349.68940000
1704589200000,2249.61000000,2254.03000000,2241.20000000,2241.20000000,7214.81610000
1704592800000,2241.20000000,2248.78000000,2235.58000000,2240.20000000,6665.39520000
1704596400000,2240.19000000,2246.45000000,2240.19000000,2242.20000000,5402.73490000
1704600000000,2242.19000000,2248.76000000,2242.19000000,2248.69000000,5703.60050000
1704603600000,2248.68000000,2250.67000000,2241.20000000,2242.99000000,4707.66530000
1704607200000,2242.99000000,2250.90000000,2241.00000000,2249.59000000,5520.56310000
1704610800000,2249.59000000,2251.44000000,2246.06000000,2249.15000000,5428.30500000
1704614400000,2249.15000000,2253.00000000,2238.73000000,2239.76000000,7777.47700000
1704618000000,2239.76000000,2242.20000000,2230.26000000,2233.54000000,8730.36430000
1704621600000,2233.55000000,2239.81000000,2232.86000000,2237.40000000,5826.02590000
1704625200000,2237.39000000,2243.03000000,2234.41000000,2237.04000000,6774.50610000
1704628800000,2237.05000000,2241.94000000,2231.60000000,2237.84000000,7508.73330000
1704632400000,2237.85000000,2258.01000000,2237.60000000,2252.09000000,16850.78800000
1704636000000,2252.10000000,2255.00000000,2243.46000000,2249.44000000,7833.52150000
1704639600000,2249.44000000,2249.90000000,2222.46000000,2230.83000000,17307.39520000
1704643200000,2230.83000000,2235.70000000,2221.80000000,2226.51000000,10099.54690000
1704646800000,2226.52000000,2243.00000000,2221.00000000,2239.23000000,9388.33830000
1704650400000,2239.23000000,2249.07000000,2236.71000000,2245.18000000,6053.69890000
1704654000000,2245.18000000,2249.98000000,2241.73000000,2248.60000000,5084.40110000
1704657600000,2248.60000000,2251.27000000,2239.04000000,2239.05000000,8492.14100000
1704661200000,2239.05000000,2244.37000000,2234.48000000,2239.76000000,4930.11530000
1704664800000,2239.76000000,2239.76000000,2208.17000000,2216.39000000,19412.13310000
1704668400000,2216.40000000,2224.90000000,2203.46000000,2221.42000000,16076.73730000
1704672000000,2221.42000000,2224.41000000,2188.88000000,2194.60000000,23597.26880000
1704675600000,2194.60000000,2209.78000000,2192.90000000,2203.97000000,12644.12190000
1704679200000,2203.98000000,2208.00000000,2171.54000000,2183.78000000,25726.36300000
1704682800000,2183.79000000,2196.45000000,2166.38000000,2190.87000000,28249.04910000
1704686400000,2190.88000000,2198.40000000,2188.00000000,2196.47000000,11224.96620000
1704690000000,2196.48000000,2197.92000000,2188.89000000,2196.59000000,11097.35880000
1704693600000,2196.59000000,2223.99000000,2194.67000000,2213.22000000,24182.36780000
1704697200000,2213.22000000,2230.00000000,2212.37000000,2224.08000000,16001.74680000
1704700800000,2224.07000000,2234.00000000,2220.79000000,2221.88000000,13324.11070000
1704704400000,2221.88000000,2225.19000000,2204.47000000,2211.06000000,12675.87470000
1704708000000,2211.06000000,2229.46000000,2208.08000000,2226.47000000,11709.86710000
1704711600000,2226.46000000,2242.00000000,2220.33000000,2240.61000000,18520.17620000
1704715200000,2240.61000000,2269.64000000,2239.81000000,2265.19000000,45465.93180000
1704718800000,2265.20000000,2275.00000000,2259.31000000,2265.47000000,24139.81000000
1704722400000,2265.48000000,2272.71000000,2256.07000000,2261.18000000,18441.76110000
1704726000000,2261.18000000,2283.02000000,2256.03000000,2269.59000000,25079.05890000
1704729600000,2269.59000000,2285.00000000,2259.39000000,2263.63000000,19796.14590000
1704733200000,2263.63000000,2307.69000000,2261.24000000,2306.82000000,33148.99350000
1704736800000,2306.82000000,2340.32000000,2305.30000000,2335.99000000,62013.45830000
1704740400000,2335.98000000,2358.20000000,2323.29000000,2354.56000000,44381.33070000
1704744000000,2354.57000000,2357.79000000,2334.23000000,2336.40000000,21333.61070000
1704747600000,2336.39000000,2347.39000000,2332.71000000,2337.08000000,13486.70190000
1704751200000,2337.08000000,2342.57000000,2332.90000000,2337.63000000,8332.96060000
1704754800000,2337.63000000,2337.63000000,2325.36000000,2330.44000000,14834.52020000
1704758400000,2330.43000000,2336.70000000,2289.98000000,2306.90000000,33340.25270000
1704762000000,2306.89000000,2315.18000000,2296.56000000,2309.36000000,19092.97390000
1704765600000,2309.35000000,2316.60000000,2306.00000000,2312.10000000,9560.03330000
1704769200000,2312.09000000,2314.69000000,2307.02000000,2309.13000000,9382.45440000
1704772800000,2309.12000000,2318.00000000,2300.40000000,2315.20000000,8726.13260000
1704776400000,2315.20000000,2319.01000000,2301.40000000,2308.77000000,9108.76560000
1704780000000,2308.77000000,2309.08000000,2297.26000000,2302.00000000,8630.94600000
1704783600000,2302.00000000,2310.64000000,2298.58000000,2306.05000000,8529.93240000
1704787200000,2306.05000000,2311.30000000,2290.26000000,2291.28000000,11885.15890000
1704790800000,2291.28000000,2297.22000000,2285.40000000,2291.37000000,14051.94450000
1704794400000,2291.37000000,2301.73000000,2289.00000000,2292.40000000,9995.66040000
1704798000000,2292.40000000,2303.09000000,2289.14000000,2298.76000000,9746.65470000
1704801600000,2298.77000000,2304.21000000,2226.78000000,2264.20000000,28207.90710000
1704805200000,2264.20000000,2283.38000000,2260.70000000,2275.25000000,36739.60770000
1704808800000,2275.25000000,2283.02000000,2241.00000000,2247.40000000,24287.83170000
1704812400000,2247.39000000,2268.64000000,2241.58000000,2257.18000000,21766.79840000
1704816000000,2257.18000000,2265.89000000,2243.41000000,2264.43000000,21806.23490000
1704819600000,2264.43000000,2270.57000000,2256.07000000,2264.00000000,11924.77230000
1704823200000,2264.00000000,2278.03000000,2258.69000000,2275.94000000,10444.97290000
1704826800000,2275.93000000,2277.78000000,2258.22000000,2270.91000000,10069.41620000
1704830400000,2270.91000000,2273.91000000,2247.72000000,2250.61000000,17897.98330000
1704834000000,2250.60000000,2371.00000000,2247.74000000,2317.66000000,131930.60110000
1704837600000,2317.65000000,2371.72000000,2314.61000000,2340.90000000,59998.62900000
1704841200000,2340.91000000,2346.75000000,2316.22000000,2344.29000000,24329.32910000
1704844800000,2344.30000000,2400.00000000,2339.59000000,2398.63000000,58178.86410000
1704848400000,2398.64000000,2400.53000000,2365.51000000,2376.77000000,33219.17680000
1704852000000,2376.77000000,2377.20000000,2345.00000000,2347.33000000,21371.23690000
1704855600000,2347.34000000,2368.96000000,2343.78000000,2361.51000000,18411.84200000
1704859200000,2361.50000000,2388.68000000,2358.00000000,2380.37000000,27527.96910000
1704862800000,2380.38000000,2393.22000000,2371.64000000,2386.80000000,17652.80360000
1704866400000,2386.80000000,2388.54000000,2372.28000000,2380.51000000,14380.28140000
1704870000000,2380.51000000,2385.56000000,2366.10000000,2368.75000000,14626.42260000
1704873600000,2368.75000000,2383.44000000,2362.64000000,2364.81000000,19530.07440000
1704877200000,2364.81000000,2431.00000000,2364.71000000,2425.62000000,69497.88340000
1704880800000,2425.62000000,2427.17000000,2400.00000000,2400.58000000,23802.08000000
1704884400000,2400.58000000,2409.06000000,2381.00000000,2402.21000000,22874.67570000
1704888000000,2402.21000000,2417.90000000,2342.00000000,2359.61000000,61829.77590000
1704891600000,2359.61000000,2391.00000000,2350.33000000,2377.83000000,36869.10350000
1704895200000,2377.84000000,2395.75000000,2369.61000000,2386.30000000,24974.03130000
1704898800000,2386.31000000,2456.00000000,2382.96000000,2449.30000000,84828.77920000
1704902400000,2449.30000000,2457.60000000,2406.06000000,2407.15000000,37057.57080000
1704906000000,2407.15000000,2444.81000000,2400.71000000,2436.69000000,34909.63640000
1704909600000,2436.69000000,2443.00000000,2415.00000000,2435.04000000,24033.13030000
1704913200000,2435.05000000,2481.59000000,2425.67000000,2477.90000000,55178.40210000
1704916800000,2477.90000000,2488.56000000,2411.00000000,2484.63000000,76041.71010000
1704920400000,2484.63000000,2534.64000000,2472.00000000,2528.14000000,109201.41410000
1704924000000,2528.13000000,2556.58000000,2510.17000000,2547.60000000,55072.01130000
1704927600000,2547.59000000,2643.10000000,2542.83000000,2584.38000000,97319.79100000
1704931200000,2584.37000000,2608.00000000,2568.91000000,2606.43000000,40621.21620000
1704934800000,2606.42000000,2607.32000000,2566.01000000,2568.20000000,32942.37180000
1704938400000,2568.21000000,2586.21000000,2566.22000000,2580.41000000,21186.05450000
1704942000000,2580.42000000,2614.76000000,2571.55000000,2613.01000000,29129.79060000
1704945600000,2613.00000000,2630.00000000,2605.00000000,2615.01000000,50501.56750000
1704949200000,2615.01000000,2615.80000000,2584.00000000,2596.72000000,29096.30410000
1704952800000,2596.72000000,2598.45000000,2573.01000000,2577.23000000,29061.63280000
1704956400000,2577.22000000,2591.80000000,2576.00000000,2589.15000000,16944.80380000
1704960000000,2589.15000000,2616.96000000,2586.66000000,2615.59000000,18711.18300000
1704963600000,2615.59000000,2620.00000000,2604.80000000,2608.68000000,16253.75550000
1704967200000,2608.68000000,2649.96000000,2607.55000000,2636.79000000,33088.39480000
1704970800000,2636.79000000,2665.74000000,2626.99000000,2657.90000000,39262.28220000
1704974400000,2657.89000000,2662.44000000,2636.10000000,2647.02000000,36689.21080000
1704978000000,2647.03000000,2656.60000000,2622.40000000,2635.98000000,35353.41030000
1704981600000,2635.97000000,2686.60000000,2616.98000000,2681.86000000,86952.92650000
1704985200000,2681.87000000,2689.39000000,2593.60000000,2613.19000000,107554.11630000
1704988800000,2613.19000000,2625.13000000,2570.00000000,2588.00000000,63843.09180000
1704992400000,2588.01000000,2615.03000000,2574.23000000,2602.45000000,34495.98300000
1704996000000,2602.46000000,2618.20000000,2589.67000000,2613.45000000,24347.92030000
1704999600000,2613.45000000,2622.46000000,2597.77000000,2622.07000000,19696.17920000
1705003200000,2622.07000000,2632.28000000,2587.48000000,2593.93000000,30649.22080000
1705006800000,2593.93000000,2621.00000000,2592.23000000,2603.79000000,17232.61580000
1705010400000,2603.79000000,2615.90000000,2595.81000000,2615.42000000,12571.71280000
1705014000000,2615.43000000,2624.81000000,2610.41000000,2618.01000000,12526.51330000
1705017600000,2618.01000000,2624.29000000,2593.15000000,2599.74000000,17384.47550000
1705021200000,2599.73000000,2603.72000000,2580.00000000,2593.02000000,14571.39390000
1705024800000,2593.01000000,2616.02000000,2591.38000000,2607.72000000,13425.48720000
1705028400000,2607.72000000,2608.16000000,2588.09000000,2589.81000000,13641.20790000
1705032000000,2589.81000000,2605.62000000,2585.62000000,2594.02000000,14033.20140000
1705035600000,2594.02000000,2610.00000000,2590.32000000,2608.79000000,10426.88290000
1705039200000,2608.80000000,2626.43000000,2607.24000000,2617.64000000,21783.02590000
1705042800000,2617.65000000,2621.50000000,2590.66000000,2595.73000000,31522.98040000
1705046400000,2595.72000000,2604.18000000,2584.11000000,2601.93000000,18252.16870000
1705050000000,2601.93000000,2618.35000000,2585.34000000,2614.77000000,27408.24900000
1705053600000,2614.78000000,2622.63000000,2611.37000000,2620.93000000,17822.64020000
1705057200000,2620.93000000,2667.99000000,2618.61000000,2647.59000000,53751.13500000
1705060800000,2647.58000000,2680.00000000,2634.00000000,2650.52000000,48622.01110000
1705064400000,2650.52000000,2691.49000000,2644.92000000,2673.78000000,46883.08780000
1705068000000,2673.78000000,2712.78000000,2662.50000000,2705.75000000,66302.14260000
1705071600000,2705.75000000,2717.32000000,2637.58000000,2647.02000000,78920.54470000
1705075200000,2647.02000000,2688.83000000,2602.27000000,2620.44000000,88912.20110000
1705078800000,2620.45000000,2631.79000000,2560.71000000,2603.05000000,64194.65090000
1705082400000,2603.06000000,2611.78000000,2580.00000000,2595.71000000,31292.93840000
1705086000000,2595.71000000,2613.96000000,2582.67000000,2584.43000000,20691.23660000
1705089600000,2584.44000000,2598.20000000,2565.78000000,2569.36000000,26809.66250000
1705093200000,2569.35000000,2576.29000000,2501.18000000,2526.05000000,52999.93340000
1705096800000,2526.06000000,2528.52000000,2458.00000000,2498.60000000,75075.43010000
1705100400000,2498.60000000,2530.90000000,2496.93000000,2522.54000000,32731.07550000
1705104000000,2522.55000000,2538.01000000,2516.80000000,2517.45000000,23049.10950000
1705107600000,2517.45000000,2528.12000000,2497.50000000,2525.39000000,30061.00290000
1705111200000,2525.39000000,2553.77000000,2519.48000000,2545.97000000,37973.98470000
1705114800000,2545.98000000,2557.15000000,2537.09000000,2548.53000000,18942.08330000
1705118400000,2548.53000000,2549.30000000,2539.20000000,2547.21000000,11600.26560000
1705122000000,2547.21000000,2556.02000000,2540.35000000,2554.33000000,10559.55570000
1705125600000,2554.34000000,2554.52000000,2542.66000000,2552.01000000,14396.93080000
1705129200000,2552.01000000,2561.68000000,2547.60000000,2550.99000000,12406.73500000
1705132800000,2550.99000000,2560.55000000,2549.40000000,2555.59000000,12746.47260000
1705136400000,2555.60000000,2557.54000000,2537.94000000,2540.78000000,17839.50020000
1705140000000,2540.78000000,2541.92000000,2521.18000000,2531.15000000,20787.15190000
1705143600000,2531.14000000,2545.61000000,2529.50000000,2542.50000000,18399.86250000
1705147200000,2542.50000000,2551.86000000,2535.80000000,2542.70000000,16973.77350000
1705150800000,2542.69000000,2549.82000000,2537.82000000,2542.08000000,12255.45670000
1705154400000,2542.08000000,2545.37000000,2531.15000000,2539.54000000,21189.83940000
1705158000000,2539.54000000,2566.19000000,2539.49000000,2563.83000000,18387.93880000
1705161600000,2563.83000000,2572.20000000,2551.00000000,2557.25000000,24748.40130000
1705165200000,2557.25000000,2566.63000000,2550.00000000,2555.63000000,24845.27860000
1705168800000,2555.63000000,2573.60000000,2552.01000000,2560.89000000,15741.08340000
1705172400000,2560.89000000,2580.00000000,2559.96000000,2571.91000000,19842.15980000
1705176000000,2571.91000000,2580.95000000,2566.82000000,2568.76000000,11706.32110000
1705179600000,2568.75000000,2574.59000000,2562.80000000,2573.28000000,7013.40280000
1705183200000,2573.29000000,2578.18000000,2566.61000000,2578.17000000,6670.64940000
1705186800000,2578.18000000,2590.00000000,2573.37000000,2578.19000000,13924.27250000
1705190400000,2578.18000000,2578.69000000,2561.08000000,2564.04000000,11669.89040000
1705194000000,2564.04000000,2574.40000000,2562.32000000,2569.40000000,6757.16440000
1705197600000,2569.41000000,2571.20000000,2554.88000000,2560.50000000,10260.05120000
1705201200000,2560.51000000,2564.52000000,2549.72000000,2550.99000000,19228.91610000
1705204800000,2551.00000000,2555.88000000,2541.80000000,2543.94000000,24093.16370000
1705208400000,2543.95000000,2555.64000000,2543.22000000,2552.64000000,10220.95330000
1705212000000,2552.64000000,2555.79000000,2548.20000000,2552.85000000,6821.71710000
1705215600000,2552.85000000,2554.37000000,2543.65000000,2550.83000000,9052.77310000
1705219200000,2550.84000000,2553.13000000,2544.89000000,2553.12000000,5587.42790000
1705222800000,2553.13000000,2553.71000000,2539.49000000,2553.71000000,11568.44110000
1705226400000,2553.70000000,2553.80000000,2540.00000000,2542.28000000,6980.80920000
1705230000000,2542.27000000,2547.14000000,2534.58000000,2538.00000000,10073.77610000
1705233600000,2538.01000000,2546.58000000,2533.39000000,2537.17000000,11582.67070000
1705237200000,2537.18000000,2538.34000000,2524.39000000,2533.81000000,12026.65930000
1705240800000,2533.80000000,2542.79000000,2530.95000000,2540.93000000,10770.28650000
1705244400000,2540.93000000,2544.93000000,2535.01000000,2537.68000000,5848.95880000
1705248000000,2537.68000000,2543.97000000,2521.35000000,2527.46000000,13488.22140000
1705251600000,2527.46000000,2538.65000000,2524.24000000,2530.95000000,11218.41060000
